,training_normalized_score_mean,training_normalized_score_std
0,18.31801568549796,4.541375648625055
1,17.91468089061808,3.4494152166185965
2,25.973630032900275,6.657309953230299
3,21.712193629624416,4.623597426955461
4,24.99267491651022,9.347507360736888
5,23.68785486929034,9.149178074257721
6,21.96582381056708,5.917201720082335
7,28.706712554548876,8.726903354140928
8,17.69620319899522,6.728827075921947
9,27.390994363983786,8.410533691104522
10,25.46090772197092,7.964830386658341
11,26.56927320682854,11.882095125541573
12,19.07361743227515,2.8921455509961542
13,22.654709288756607,11.199734058346715
14,26.197806674181834,8.427160738615143
15,20.52552875425623,4.820756235947996
16,21.397848301658133,9.651755643995697
17,17.86349013629774,7.685196472452741
18,28.296131134127574,19.740753260995312
19,18.08787660905076,5.066139937065119
20,21.52517498138611,7.920441556362115
21,15.55155937337498,3.1367761596276775
22,21.426562929774555,13.035106730155915
23,16.578225366165942,3.8665061663356632
24,21.273508911577522,6.812351152338027
25,16.118909028919425,3.5646801802522288
26,22.077736470492617,6.234627515409135
27,19.736473058348942,9.56577056172017
28,16.973590354611737,6.3410791981787025
29,15.082473618402872,6.633081934775111
30,15.342002140062636,5.127430691748172
31,20.931141269389737,15.28345431200965
32,14.40436351558873,5.148189476426016
33,14.99248403665689,2.860577366441456
34,22.321563548240846,10.798938569348943
35,15.42150262192967,4.752853641147872
36,16.290262073492595,4.843255688757627
37,18.750260200599367,8.2322708818529
38,20.604203262979503,11.627397354244861
39,19.227920185481857,3.7285656363564366
40,17.669032531885676,9.867344040624879
41,17.61147802973085,12.515128707953133
42,17.878333002289615,3.5328407070416796
43,17.80678097956251,4.327660751547914
44,17.737412246049722,5.48490567968649
45,16.176015777042032,6.290510327083899
46,14.320826018053932,3.6168291974412083
47,15.120505472346698,7.158459412276766
48,14.911731720651682,3.1549538227457887
49,13.208453088466419,1.6487363527880008
50,16.22476077317651,5.054079755248591
51,22.096615439739242,7.888866051977939
52,15.158029003296122,4.147867976068592
53,13.892434647567555,4.0749602235204785
54,15.042793407838536,5.617821973142014
55,14.403381026340657,3.6918049429308164
56,14.636048426016838,5.442766051004176
57,13.545213494015666,3.5265231198707316
58,13.496323059284785,1.2358891296274919
59,16.84506988651467,10.441160599034465
60,17.01698542056229,7.526158966036721
61,13.62562270684746,3.60621471983739
62,12.30261090467295,1.5878917561613521
63,14.368735863958065,4.0444366350168
64,13.02550891422801,1.8993574841653027
65,16.008906649453156,5.698903001180904
66,16.12126517162556,4.657353233476495
67,10.400300741189039,1.5784279698289752
68,14.498670504335754,3.2355420109393016
69,13.805934121874945,4.621894549494147
70,15.376445302074973,3.4059584882316027
71,13.75710457080967,2.5939873958979307
72,14.575912955037001,3.1991864754903867
73,13.527727553232555,4.925560288696606
74,16.616554409500825,6.624093885993852
75,12.531628880501875,4.054220793947454
76,12.729301718824821,1.795604579654711
77,12.184290174480592,2.2457803187089054
78,13.015898352391298,1.2417774343942725
79,15.46713211710026,3.3497309740014116
80,17.998581565881203,5.322409163140206
81,13.524465571899778,2.098399901364945
82,12.63686849271544,0.9585516832763535
83,10.28163503517391,1.282003395212261
84,13.45701250749821,2.324246161319737
85,12.986098892368194,2.3927361147709947
86,13.434077792770157,3.554043207690825
87,12.31848879318812,2.139328491926512
88,11.55769474297562,2.4281039483905116
89,12.810056683416454,1.4680331966063396
90,16.65749389896698,3.4175210535953275
91,13.780208008031172,3.4087886431669894
92,12.82404587975196,3.1248228359673806
93,13.994586639344925,1.9585260246205636
94,13.055590869419339,3.1437945605592996
95,13.695910852838683,2.7519236674000136
96,12.488117395545984,4.844557105536582
97,18.130457858305,7.462572341086548
98,12.75858976188816,0.9508449246524068
